"trigram","count"
"car",19938503
"ind",19894730
"ula",19820917
"ili",19680808
"ton",19668813
"dfu",19639740
"fuz",19614836
"ten",19486161
"yna",19485885
"lon",19471502
"oto",19453246
"ity",19420682
"hip",19328945
"ral",19283298
"uri",19242596
"kin",19185297
"llo",19177799
"ger",19131102
"ena",19111346
"igh",19041490
"pre",19005431
"ros",18896507
"hil",18835218
"ost",18822104
"ure",18767825
"cti",18709681
"rec",18701493
"fer",18619740
"elo",18515032
"uni",18475766
"eas",18443994
"iew",18388449
"chn",18354152
"fro",18351570
"ssi",18307310
"ave",18289510
"out",18266987
"inc",18232897
"hni",18227023
"ord",18225463
"ust",18219121
"age",18215025
"ann",18184856
"eli",18145194
"cho",18077234
"kha",18016804
"ato",17967728
"tac",17881655
"dis",17714796
"unt",17629799
"tam",17620186
"ewe",17575609
"tel",17468849
"lia",17428548
"act",17392804
"nes",17321576
"bra",17281122
"nda",17254230
"mat",17228072
"als",17086666
"olo",17007380
"ota",16995612
"nch",16989985
"use",16988800
"las",16934755
"mbe",16865066
"tta",16775172
"svi",16763715
"rot",16750531
"ntr",16715600
"aga",16685679
"mel",16680765
"por",16652851
"ase",16597985
"rch",16564601
"has",16563129
"ban",16486937
"nsh",16354026
"nab",16315080
"bur",16292459
"ras",16275664
"oli",16260119
"lea",16220048
"ita",16194260
"asa",16188481
"nst",16182209
"oen",16164988
"ake",16151914
"omo",16137509
"etc",16137356
"pri",16114187
"net",16080482
"mal",16060252
"rou",15938196
"aha",15816568
"ade",15755979
"eer",15709057
"hal",15622681
"ami",15568627
"ial",15551703
"adi",15508977
"ivo",15488720
"cor",15484552
"spo",15480660
"sse",15471097
"ien",15425110
"mck",15402783
"ars",15390748
"oma",15364117
"van",15328170
"eci",15315833
"col",15311545
"ett",15301969
"rde",15276419
"gen",15270099
"del",15239639
"ung",15221131
"ura",15164884
"ech",15161155
"nga",15130113
"ndi",15127638
"iva",15068558
"unk",15023599
"ssv",14989320
"pat",14966945
"nit",14865020
"val",14859600
"lit",14802840
"dia",14775183
"arc",14733610
"tte",14718011
"nin",14689240
"cui",14667736
"cyn",14645083
"ira",14494837
"not",14493211
"ice",14481266
"oca",14458869
"eal",14401975
"lop",14349474
"nia",14308664
"tiv",14293539
"nts",14290994
"own",14290576
"rma",14196874
"hor",14150789
"pho",14142675
"nis",14105352
"len",14044709
"sel",14042638
"cat",14041262
"arr",14032922
"fun",14029519
"air",13993474
"ese",13981969
"cen",13971759
"whi",13947305
"ace",13936169
"vel",13922983
"vis",13921568
"oth",13896075
"hic",13883632
"roo",13731774
"ile",13711503
"ght",13654278
"ond",13616261
"tou",13579617
"sio",13566409
"hai",13558110
"eng",13529775
"aya",13526465
"anu",13512943
"rna",13484823
"lec",13483814
"anj",13433858
"ned",13431597
"ret",13380754
"cia",13361159
"sit",13346592
"nec",13312737
"mil",13307368
"nja",13227387
"ola",13215295
"eed",13212839
"rti",13210748
"lly",13181340
"opa",13178207
"ngs",13129578
"hou",13124161
"nne",13116779
"erm",13092841
"rga",13092012
"wor",13026566
"lic",13004077
"apa",12958209
"atu",12943453
"ela",12943030
"sou",12907475
"cre",12882834
"orm",12876468
"bar",12846189
"win",12810832
"ble",12803406
"spi",12784852
"nic",12784765
"ime",12767173
"sal",12758873
"ada",12749265
"sed",12734539
"ski",12720839
"kon",12719278
"bor",12717431
"sho",12712059
"bos",12702459
"yon",12686571
"eme",12682708
"cou",12668820
"eni",12666954
"bae",12654303
"ima",12623573
"kma",12546221
"ple",12519318
"uti",12509873
"arm",12467969
"lei",12455151
"pra",12419903
"aar",12416640
"eno",12415142
"hel",12411601
"new",12372805
"aee",12329081
"yer",12317970
"eco",12316577
"iko",12302389
"nan",12225364
"pen",12216286
"dra",12187635
"seu",12090071
"ope",12047957
"edi",11984454
"lie",11980692
"iss",11967438
"ein",11948574
"iam",11922963
"emb",11905531
"omp",11877693
"rth",11876799
"aro",11863977
"sar",11855829
"ava",11823040
"kan",11810426
"rai",11796569
"omm",11773345
"cto",11764312
"omi",11761383
"rad",11761037
"lac",11745803
"rri",11727437
"nkm",11691389
"ndr",11674171
"atr",11615697
"ick",11613379
"rid",11585470
"rst",11584441
"dor",11580302
"phi",11564154
"esi",11539199
"nsp",11538022
"tem",11484653
"mor",11462449
"nto",11461945
"gel",11446386
"isi",11441241
"pse",11436064
"thr",11409637
"arl",11376526
"pol",11359980
"kol",11346483
"fic",11341683
"amp",11280502
"uta",11279349
"gre",11255018
"ank",11233296
"eud",11227247
"ige",11215296
"gar",11208790
"hop",11155767
"amb",11144437
"ote",11141165
"ici",11105637
"chu",11087122
"eak",11077621
"nor",11048826
"tea",11048746
"orn",11045443
"tak",11042783
"lay",11032391
"med",11015799
"ean",11002269
"tis",10998563
"ema",10982731
"ivi",10970496
"any",10923413
"hem",10905878
"mad",10895326
"evi",10884110
"rut",10874609
"udo",10819043
"alo",10810347
"bel",10767415
"ded",10748572
"kom",10716022
"oke",10690748
"bal",10688084
"nam",10685750
"nas",10660227
"tle",10657508
"ete",10643476
"nig",10642078
"wal",10631719
"nen",10595721
"led",10593188
"hei",10584997
"ams",10581068
"kam",10579355
"ier",10577201
"roa",10548693
"erp",10536139
"inn",10524701
"vin",10516073
"mus",10509530
"mis",10493944
"now",10484642
"die",10480191
"oru",10453742
"que",10431955
"mas",10413366
"rep",10398449
"osp",10372583
"vid",10332209
"erl",10316695
"dea",10285465
"nna",10262843
"avi",10258063
"fin",10198138
"irs",10195535
"ben",10165279
"rop",10163028
"eld",10161146
"tec",10155481
"rne",10135684
"rme",10133196
"tai",10090443
"bet",10058252
"app",10045632
"uth",10036344
"run",10016228
"hit",10012861
"ult",10002081
"dan",10001469
"emo",9988744
"low",9977195
"iat",9957416
"pee",9955082
"arg",9954312
"owe",9951546
"its",9944909
"ock",9942133
"rem",9934686
"tit",9928367
"awa",9925631
"ise",9914746
"rap",9911882
"urg",9889704
"bea",9884667
"pos",9880790
"eig",9844649
"bat",9836565
"had",9819186
"wil",9816817
"rre",9815044
"ail",9794154
"hot",9793616
"clu",9768894
"ook",9739179
"fir",9733903
"spa",9728940
"til",9694995
"uch",9686837
"erv",9674596
"err",9660894
"miy",9644506
"aan",9607323
"jan",9575952
"oph",9566775
"och",9565630
"off",9534488
"tim",9531779
"kat",9519691
"nth",9504428
"hed",9488690
"lso",9478769
"hea",9475915
"aud",9459232
"mun",9452974
"usi",9446376
"oad",9445717
"mik",9440338
"bro",9432975
"eca",9418131
"gin",9399992
"bou",9398754
"ole",9389546
"oul",9339296
"mes",9327805
"uan",9296144
"rar",9290309
"hol",9221495
"ors",9209753
"old",9199171
"pal",9195662
"oel",9174527
"abl",9172912
"pot",9162439
"ugh",9158595
"nni",9143909
"ken",9140860
"bas",9133232
"dar",9132154
"rio",9129365
"urn",9126737
"alt",9120779
"som",9119611
"ska",9073094
"isc",9037102
"qui",9012839
"nom",8987843
"khi",8957989
"ork",8925110
"fra",8917263
"vil",8917084
"mai",8892299
"ila",8878122
"tie",8874644
"ets",8853110
"cap",8852488
"asi",8842252
"rpa",8811368
"ngk",8805047
"nci",8800711
"sid",8794704
"aft",8770567
"sea",8738918
"aye",8735764
"aca",8694703
"nse",8693241
"moe",8689962
"boo",8670820
"ied",8667656
"cau",8664745
"but",8657628
"rte",8645105
"cas",8619411
"erc",8612363
"esh",8609837
"ses",8609733
"bli",8608935
"mou",8589246
"pir",8582160
"mic",8576295
"efe",8568103
"riu",8566454
"oud",8552917
"lam",8510299
"ead",8505421
"don",8483550
"hia",8476972
"bre",8476323
"ida",8474347
"olu",8472074
"ius",8469661
"asp",8465251
"ode",8450282
"duc",8441878
"aus",8428342
"cer",8416884
"tow",8403062
"lim",8392951
"dit",8368557
"gro",8366723
"aci",8364290
"enm",8359346
"eet",8352698
"ngt",8345292
"reg",8345111
"nos",8340465
"une",8327805
"rig",8280918
"ngl",8276428
"rus",8275280
"idi",8264522
"law",8257971
"ept",8236527
"ref",8222474
"eam",8214296
"lig",8198531
"cam",8193195
"amo",8189764
"eoc",8176633
"tas",8175939
"ono",8161013
"ffe",8159319
"aki",8151571
"kal",8151132
"tia",8142701
"cul",8130099
"ink",8120287
"cro",8111356
"los",8101828
"hir",8098174
"aph",8094883
"haa",8074175
"rdi",8071530
"els",8067058
"rag",8064180
"rev",8057062
"var",8039229
"rsi",8038502
"gal",8037944
"uar",8027563
"day",8026249
"alu",8012881
"nsk",8008449
"sla",7990859
"cad",7988541
"seo",7986014
"ign",7982372
"hon",7982116
"oss",7981352
"lum",7971723
"ved",7963545
"pin",7962132
"sub",7960072
"vic",7951181
"bac",7936046
"eth",7927625
"udi",7926780
"uss",7919968
"azi",7919592
"let",7897975
"sul",7895857
"sic",7889941
"qua",7866814
"bha",7853063
"ndo",7797914
"tru",7781877
"amm",7775632
"mag",7775197
"lav",7770630
"ery",7769752
"log",7762865
"oug",7759411
"nus",7754336
"imp",7750987
"dat",7749762
"ees",7736430
"nno",7734989
"emi",7724364
"rod",7715357
"dro",7709755
"eir",7709666
"ves",7705489
"dha",7680683
"iro",7680663
"rra",7671959
"ifi",7654458
"ovi",7638334
"pha",7638084
"abo",7636670
"org",7635911
"cyo",7635153
"pur",7611838
"fte",7609281
"sia",7605653
"oat",7585888
"ppe",7585710
"ril",7560825
"stu",7542794
"tti",7535193
"jao",7534499
"enn",7526590
"fla",7524953
"epa",7522202
"ool",7507900
"isa",7494376
"eck",7476806
"sat",7476650
"lab",7457526
"dir",7450729
"sso",7450004
"ott",7434909
"bil",7418388
"rum",7410517
"pec",7400909
"hre",7395972
"liv",7386476
"sam",7377718
"eva",7372959
"ogr",7369602
"mit",7365455
"fre",7365255
"lor",7360308
"aoe",7358819
"him",7347735
"loc",7335001
"eti",7332596
"dre",7325336
"sur",7324895
"hos",7308996
"uma",7300077
"toc",7291398
"ede",7285401
"yea",7278345
"mpa",7276801
"cio",7260638
"sun",7249425
"nov",7241543
"cri",7231372
"raa",7216738
"cla",7213505
"dec",7209647
"oro",7209269
"akh",7209053
"hoo",7208127
"sec",7207148
"kri",7185758
"obe",7181406
"gaa",7172966
"mac",7170306
"itt",7163218
"dem",7162684
"vat",7161336
"fil",7156526
"mba",7152238
"mma",7146552
"api",7146119
"cur",7143942
"orr",7143489
"agr",7137591
"emp",7124121
"mot",7115121
"rok",7103929
"cie",7099010
"whe",7095139
"gam",7090901
"epe",7078295
"awn",7060694
"onc",7052972
"oos",7049463
"ory",7042937
"ebe",7042911
"ske",7041557
"see",7029595
"maa",7027091
"onn",7025481
"ito",7017267
"hav",7009833
"nmy",7004573
"rog",7003313
"mpl",6995109
"ict",6975695
"aru",6962443
"wan",6957915
"oot",6955000
"dur",6954887
"ssa",6953873
"ray",6950339
"ckc",6942668
"ako",6934762
"lif",6929275
"rah",6927720
"aso",6924926
"tne",6919906
"oti",6904143
"acu",6902684
"umb",6891911
"rds",6872508
"mur",6865620
"esp",6865126
"how",6862774
"ebr",6852614
"hri",6836493
"ats",6830432
"thu",6828930
"egi",6826736
"mye",6819596
"ood",6811157
"rse",6788911
"alb",6782805
"mme",6776548
"roc",6773629
"ico",6771334
"apt",6769331
"acc",6759687
"arn",6756809
"itu",6743440
"ova",6738843
"dic",6732598
"ado",6732181
"omb",6722897
"rip",6703413
"uen",6702756
"urt",6695643
"unn",6691365
"tab",6671258
"alg",6671255
"scr",6668832
"non",6668602
"pon",6667011
"pet",6656829
"ege",6651792
"ley",6651089
"nds",6648309
"ask",6644477
"dge",6638686
"lai",6638656
"ics",6635799
"sol",6620336
"unc",6612849
"cte",6608303
"gha",6599336
"ild",6569295
"mpe",6564877
"ckd",6552042
"ute",6542243
"dal",6537473
"ovo",6528021
"abe",6518239
"mak",6514906
"imi",6513640
"rke",6505814
"nop",6491422
"edu",6491248
"kee",6478406
"wes",6472528
"ext",6464666
"noe",6456464
"rab",6446209
"dio",6441728
"raz",6440889
"niv",6432458
"oin",6419524
"rly",6409983
"hwa",6404485
"leg",6402400
"iri",6390705
"wat",6382630
"gor",6381910
"cel",6378778
"luo",6368922
"lve",6367360
"gue",6365027
"erb",6361728
"rsa",6351946
"cip",6350049
"tom",6327738
"sie",6323522
"ago",6303421
"pea",6302565
"sth",6299900
"sil",6290670
"hig",6288865
"lag",6277673
"ece",6262609
"sig",6259285
"wee",6255440
"sle",6251707
"ngi",6240344
"dvi",6239973
"pti",6236722
"cos",6231795
"nak",6221355
"mah",6213824
"iso",6206649
"ual",6197498
"top",6197436
"gat",6192424
"cle",6189372
"hak",6188385
"dda",6183419
"rtr",6183133
"vre",6176450
"cit",6160838
"ike",6134071
"aas",6101287
"who",6093436
"iar",6089916
"two",6074740
"aal",6054737
"ium",6049788
"bus",6047743
"mos",6047076
"ika",6045650
"euv",6031829
"abi",6024945
"wis",6014563
"vol",6012320
"oeu",6012245
"lov",5996533
"uvr",5991888
"ndu",5985652
"ops",5980704
"hey",5966273
"fou",5960903
"rts",5960625
"osa",5958076
"inu",5952241
"lil",5951562
"bak",5948272
"bla",5941395
"pit",5938682
"lio",5929532
"iov",5924864
"pas",5918449
"alv",5917322
"ads",5915671
"ape",5911897
"tus",5889192
"nle",5875124
"ush",5859317
"hte",5843775
"hro",5836992
"urs",5836277
"hur",5834250
"ntu",5830384
"lem",5825857
"ngd",5822829
"pie",5811249
"bec",5807109
"opo",5802555
"dav",5796201
"rew",5794008
"fen",5792127
"rov",5791851
"ubl",5777539
"una",5771423
"ced",5764356
"rro",5759588
"ely",5756334
"glo",5755495
"rle",5754543
"fie",5751643
"may",5747432
"lus",5736093
"saf",5730249
"uli",5725161
"lev",5724286
"hom",5720008
"row",5711832
"osi",5698195
"erf",5694788
"lub",5682681
"coe",5682468
"rni",5681582
"ffi",5676129
"pul",5675545
"way",5672073
"urr",5664593
"pte",5657824
"aja",5657824
"ull",5654190
"nik",5651921
"gri",5625685
"lef",5624460
"lak",5623928
"avy",5622879
"set",5613777
"dri",5611528
"orl",5605507
"rob",5600436
"dev",5595882
"ewa",5586901
"yam",5586738
"rei",5585029
"rya",5578909
"nea",5568399
"nad",5567477
"sca",5561242
"odi",5560645
"orp",5548052
"add",5540368
"uct",5533859
"swa",5525464
"lib",5523808
"eac",5521587
"jam",5521494
"isl",5518480
"bot",5515518
"iga",5501048
"agu",5488281
"nag",5484547
"ube",5476761
"arb",5469020
"sep",5465950
"oco",5442925
"iou",5437563
"flo",5435151
"bin",5433663
"mmi",5431580
"rim",5425067
"sno",5419010
"fri",5413209
"gio",5411659
"bir",5410585
"oom",5404569
"ism",5393156
"hun",5391147
"igi",5384922
"odu",5384467
"erd",5382881
"cut",5381430
"kur",5371211
"pai",5369227
"rvi",5365303
"oka",5364995
"uro",5358352
"enb",5356092
"afi",5345867
"gur",5345555
"kas",5341267
"fac",5341013
"ydd",5340965
"ife",5340063
"gua",5328600
"igu",5325962
"fes",5325280
"dam",5325177
"amu",5316190
"ldi",5314020
"lou",5311402
"bee",5306662
"sky",5291790
"eur",5291392
"rta",5285951
"nsc",5279817
"lud",5271289
"yin",5254455
"eda",5251242
"nsa",5249004
"lde",5242384
"hie",5219485
"uwa",5216631
"rve",5212947
"rli",5203916
"rty",5192966
"ncl",5187754
"ogi",5185917
"sts",5180425
"eel",5179605
"gle",5173824
"oji",5163035
"shu",5150943
"rav",5148613
"onf",5147256
"sma",5114940
"lad",5104038
"gla",5099535
"pub",5089563
"ngu",5088139
"tee",5074106
"ney",5070925
"ilm",5065805
"aco",5052273
"azz",5051166
"sup",5050529
"alm",5045461
"uld",5043028
"iet",5042503
"fel",5039012
"urc",5028006
"ald",5026116
"loo",5024791
"gon",5009977
"ctu",5004550
"oor",5000132
"ids",4995497
"fol",4988888
"tir",4988242
"hoa",4973738
"nee",4970749
"dap",4967332
"iag",4963071
"sab",4962820
"epi",4961414
"lbo",4957853
"rld",4955073
"ebo",4953794
"osh",4944658
"ipa",4932059
"pac",4927675
"ttl",4925170
"sai",4922721
"bes",4920086
"uin",4919787
"aut",4895209
"nka",4894662
"gun",4891598
"tse",4884850
"soc",4880582
"kun",4879330
"asu",4872862
"vit",4867660
"shr",4858478
"exp",4853660
"wel",4853311
"iba",4850856
"sem",4842999
"sim",4834680
"aug",4833432
"lob",4823597
"mea",4822414
"rak",4822137
"tun",4820472
"kno",4820139
"isp",4818952
"rsr",4818459
"vsk",4818063
"def",4806938
"cht",4804530
"mrs",4802602
"mpi",4797338
"equ",4784341
"cra",4778859
"apr",4778833
"kov",4776175
"uoj",4767535
"ios",4763269
"sko",4756207
"evo",4753490
"uga",4751892
"naa",4746492
"kor",4742523
"nae",4733195
"erk",4726897
"nbu",4726550
"lot",4726457
"aku",4713243
"rso",4709496
"nco",4706940
"yen",4704137
"nya",4699576
"scu",4692241
"eis",4685018
"phy",4684628
"lik",4669536
"dou",4663278
"phe",4658408
"mmr",4648567
"ohn",4645238
"uka",4640871
"ows",4635563
"yri",4634485
"cus",4630362
"nac",4628065
"oce",4627268
"ady",4623274
"bru",4619784
"ule",4608015
"rsp",4607914
"mol",4607410
"rib",4599803
"aul",4597460
"ngc",4595033
"nai",4594618
"chr",4593906
"tep",4592139
"obo",4591619
"ird",4581891
"nio",4555826
"enk",4553767
"cks",4550927
"dop",4544854
"das",4535026
"eor",4532311
"ibe",4529636
"tei",4527319
"sli",4526792
"lip",4517649
"tma",4511742
"ais",4506349
"pic",4501091
"zan",4495163
"det",4493804
"ior",4492347
"eon",4489123
"upa",4488250
"mem",4487932
"enz",4486889
"pid",4483172
"nyu",4468180
"lau",4466460
"ury",4460724
"wsk",4456252
"swi",4455748
"joh",4443581
"igs",4440874
"ume",4437551
"zin",4429619
"fal",4428172
"num",4418256
"ues",4416712
"ngh",4412165
"rda",4407788
"nty",4406473
"upp",4405121
"siv",4401740
"aza",4397268
"kaa",4392564
"gai",4378095
"sci",4374756
"yst",4371407
"iza",4370398
"kie",4359762
"jia",4358912
"nso",4353732
"bio",4352741
"rdo",4351676
"you",4346166
"dep",4346037
"uru",4342874
"mbu",4339501
"aam",4336648
"amn",4336098
"rsh",4329205
"epo",4321657
"tej",4311492
"ipl",4307042
"uel",4305850
"niu",4304926
"obs",4297448
"lod",4295604
"hya",4294548
"tud",4293972
"uit",4292591
"ipe",4283626
"owi",4282832
"sor",4280822
"oci",4273139
"alc",4272061
"pop",4270465
"oga",4266610
"nko",4252433
"try",4249993
"gus",4246104
"ngo",4243612
"pun",4238506
"ddi",4237494
"iff",4237026
"sah",4236759
"lye",4232423
"lej",4232015
"rmo",4230170
"sce",4228170
"ewi",4214396
"lho",4204309
"obi",4200354
"uns",4198155
"oan",4196042
"eid",4192811
"zie",4192385
"bad",4185123
"tua",4176782
"eit",4174168
"suc",4173395
"aid",4169429
"lma",4166516
"hap",4166380
"kap",4165801
"aat",4160422
"nil",4148078
"adu",4138416
"mpo",4134852
"opr",4134822
"tol",4133304
"nbe",4112734
"ged",4111916
"tap",4102376
"lls",4101279
"dow",4093204
"cta",4092172
"kes",4088982
"imo",4085062
"gne",4081789
"vam",4080230
"rer",4079990
"uda",4073516
"fam",4067587
"cli",4065841
"eek",4048403
"nim",4040282
"jun",4035300
"niy",4034371
"bis",4033277
"kho",4026480
"ilo",4024781
"ruc",4020341
"alk",4019429
"gka",4018703
"ngb",4017552
"adh",4017462
"ppo",4005108
"div",4005017
"far",4003635
"mid",4003176
"clo",4002728
"mul",3999016
"onl",3995717
"ejo",3994440
"rup",3992163
"twe",3989094
"vul",3988472
"oon",3987321
"rmi",3986069
"lee",3981796
"rla",3980524
"kai",3977208
"thy",3973186
"via",3972869
"elb",3972022
"iol",3960145
"mov",3960052
"ily",3959791
"uis",3957380
"bei",3956919
"tut",3955526
"suf",3954180
"dom",3954060
"gui",3950918
"nsf",3946046
"oid",3944540
"fig",3942229
"akt",3938841
"abr",3937464
"opi",3935813
"pau",3932561
"hab",3931178
"zha",3928920
"orb",3928906
"yun",3926490
"hru",3926126
"hac",3922957
"ieb",3914281
"ays",3909373
"nuf",3907704
"usa",3899661
"yal",3898083
"egr",3895193
"rka",3892762
"ped",3881314
"kel",3880901
"yev",3878451
"dua",3877673
"sad",3870928
"nzi",3868576
"zel",3863894
"ony",3858725
"uly",3852844
"tob",3848974
"sfe",3844396
"eph",3837589
"nke",3837509
"wny",3835978
"nix",3828318
"ipi",3820890
"edd",3820590
"abu",3818125
"cem",3807290
"khe",3802279
"emm",3801857
"iir",3801841
"hum",3787125
"jin",3787084
"xte",3781191
"inf",3780823
"aks",3779993
"gil",3777661
"sev",3775697
"mir",3774638
"tag",3774314
"swe",3773482
"ils",3771925
"yak",3771347
"fii",3769496
"kay",3762213
"nks",3761795
"bol",3756682
"iqu",3752709
"dya",3751432
"ocy",3750743
"pio",3741846
"skr",3732345
"pel",3730982
"bai",3724402
"oup",3718416
"usu",3716768
"ful",3713192
"oda",3701874
"hus",3699401
"bui",3698880
"opp",3693931
"rks",3693245
"bon",3689561
"cac",3689555
"chy",3683544
"ait",3680544
"vya",3679475
"vet",3670136
"vem",3666391
"jul",3665669
"jie",3661042
"exc",3660466
"inb",3657109
"ked",3652749
"nua",3651912
"kta",3648922
"foo",3647859
"ghe",3647397
"mod",3642037
"ssu",3640048
"jas",3638031
"ael",3636359
"naz",3636247
"ubs",3627477
"lva",3626018
"tly",3621298
"moo",3621229
"iin",3619130
"bit",3615339
"atc",3612992
"hof",3612390
"teg",3609597
"enu",3607146
"uca",3603260
"ghs",3596968
"tto",3594882
"fea",3594849
"etw",3591725
"jok",3586151
"ilt",3578097
"oba",3577104
"epr",3574166
"nha",3573602
"arp",3571706
"saa",3568932
"roy",3566113
"gni",3563075
"lge",3559637
"hec",3556264
"kil",3553758
"aur",3553040
"chw",3552695
"gol",3550312
"mbi",3550222
"aic",3548714
"aav",3546967
"ogn",3546342
"lex",3545052
"agi",3540453
"keb",3538008
"sbe",3535145
"llu",3534526
"gli",3533470
"iep",3532008
"sum",3531482
"ias",3527060
"nfi",3524529
"exa",3522968
"uff",3522208
"agh",3520966
"uck",3519528
"khu",3514954
"itl",3514771
"ugu",3511202
"gul",3510815
"kle",3508426
"gis",3507022
"rgi",3506657
"tot",3491527
"ovs",3490793
"muk",3487959
"nuk",3477944
"raf",3477685
"syr",3469623
"tso",3469090
"ulo",3466269
"oct",3465317
"irm",3463186
"ews",3463169
"itz",3459346
"gto",3453316
"yah",3449527
"pni",3449514
"spn",3448115
"eki",3445755
"aff",3441912
"kra",3441878
"oub",3437830
"yar",3431294
"rau",3425470
"cil",3424224
"cep",3420935
"sap",3417662
"aik",3410017
"spr",3405458
"uce",3405452
"tla",3404751
"geb",3401817
"eto",3398795
"esu",3398228
"afe",3397630
"emt",3388617
"nla",3386831
"kav",3384576
"inv",3382496
"eol",3376125
"ptu",3375129
"sas",3368448
"wen",3364904
"gas",3360833
"wea",3359290
"uer",3357969
"lap",3356484
"gst",3354378
"yed",3354167
"raj",3354109
"ntn",3343480
"rbr",3339987
"tum",3339392
"baa",3338879
"ngr",3334980
"neu",3333174
"yle",3332713
"utu",3328684
"pis",3327331
"owa",3326884
"ufl",3323950
"mte",3322136
"ohi",3321695
"oya",3319569
"haw",3318133
"eka",3315980
"akk",3311294
"pah",3309147
"lbe",3306387
"wtn",3304863
"efa",3301627
"dol",3298784
"mbr",3296099
"zzi",3290767
"aen",3287485
"kaq",3286665
"nly",3286644
"rgh",3286209
"nog",3285320
"ois",3281148
"apo",3280454
