"word","count","prob"
"mua`",112921,0.000619323548473562
"bao'",112241,0.0006155940383473497
"qua?",110381,0.0006053927312374158
"dai`",110113,0.000603922865481791
"hat'",109822,0.0006023268545307207
"gia'",107756,0.0005909957252354934
"dung`",107376,0.0005889115872237864
"tuo]",107272,0.0005883411915574243
"phu.",104315,0.0005721233070821159
"vong`",103573,0.0005680537533855725
"sat'",102535,0.0005623607658693837
"lac.",101843,0.0005585654408585912
"ca{",100569,0.0005515780939456578
"phie^",100132,0.0005491813352321948
"phuc.",100022,0.0005485780321235432
"a{",99922,0.0005480295747520406
"chi'",99336,0.0005448156145550407
"bu+",98488,0.0005401646960447048
"ga{",97580,0.0005351847031114686
"tim`",97138,0.0005327605215294308
"thuye^",96737,0.0005305612074697082
"canh?",95850,0.0005256963905844875
"uy?",95779,0.0005253069858507212
"ban'",95712,0.000524939519411815
"mau`",95229,0.0005222904703074613
"hoan`",94783,0.0005198443504305631
"buo]",94535,0.0005184841761492385
"khie^",92978,0.000509944694874955
"gio]",91580,0.0005022772608213599
"tua}",90137,0.0004943630209505884
"ban`",89749,0.0004922350063491619
"khi'",89366,0.00049013441461631
"qua'",88408,0.0004848801929973226
"kha}",88205,0.0004837668245331737
"tro`",87689,0.00048093678449622455
"ma~",86360,0.0004736477860289655
"cai'",85658,0.00046979761528102273
"nguo]",84718,0.0004646421159889056
"bo?",84678,0.000464422733040305
"du`",84613,0.00046406623574882884
"kha{",83657,0.00045882298327727113
"tuc.",83584,0.00045842260939607516
"xe^",82950,0.0004549453896607531
"quan?",82441,0.00045215374163980947
"giam'",82246,0.0004510842497653809
"lanh~",82110,0.00045033834774013844
"luc'",81512,0.0004470585726585576
"gia?",80301,0.0004404167538896706
"tro]",80087,0.0004392430551146565
"xac'",79009,0.00043333068464986724
"manh.",78897,0.00043271641239378517
"nao`",78270,0.0004292775846744688
"thuy?",78140,0.0004285645900915165
"ky'",77939,0.00042746219077479785
"mang.",77758,0.00042646948293237954
"tra{",77045,0.00042255898187357123
"dang.",76045,0.0004170744081585535
"an'",74801,0.00041025159845707094
"phan?",73579,0.0004035494493773188
"nga}",73423,0.00040269385587777553
"ru+",73307,0.00040205764532683357
"bang?",72837,0.00039947989568077537
"ngoai.",72758,0.0003990466143572889
"giap'",72115,0.00039552003345853223
"ha.",71765,0.00039360043265827593
"khach'",71549,0.000392415764735832
"quang?",70296,0.00038554359387091427
"nga{",70105,0.0003844960402913457
"nui'",69640,0.0003819457135138624
"muo]",69372,0.0003804758477582373
"kich'",68639,0.00037645565522512924
"pham.",68635,0.0003764337169302692
"me^",68536,0.00037589074413248115
"a'",68451,0.0003754245553667058
"la{",68255,0.00037434957891856186
"canh'",67409,0.000369709629555657
"xo]",66360,0.00036395631172860275
"chon.",66192,0.0003630349033444799
"pha'",65538,0.00035944799213485804
"nghi.",65301,0.00035814814816439875
"luc.",65219,0.0003576984131197672
"ty?",65151,0.00035732546210714603
"cam?",64767,0.0003552193858005791
"phep'",64739,0.00035506581773655854
"nha{",64439,0.00035342044562205294
"trai'",64192,0.00035206575591444365
"han.",64143,0.00035179701180240773
"giup'",64129,0.0003517202277703975
"pho'",63832,0.0003500913093770371
"ky~",63270,0.00034700897894919693
"tre?",62776,0.00034429959953397797
"kha?",62300,0.00034168894244562933
"vang`",61884,0.0003394073597801818
"kho[",61521,0.00033741645952162995
"han`",61414,0.00033682961013412326
"toa`",61346,0.00033645665912150207
"khoi?",60386,0.0003311914683550846
"me.",60169,0.0003300013158589257
"duc.",59266,0.0003250487457942643
"na}",58859,0.0003228165242922517
"nho[",58657,0.0003217086404018181
"it'",58419,0.00032040331185764396
"chua}",58009,0.0003181546366344863
"lang`",56995,0.00031259327888745816
"gie^",56534,0.0003100648904048345
"dong`",56400,0.00030932995752702236
"han'",56144,0.00030792590665597774
"tich.",56028,0.0003072896961050356
"gai'",55856,0.00030634634942605253
"gianh`",55093,0.0003021616196814937
"hua}",54956,0.00030141023308253597
"ro[",54434,0.0002985472856032966
"xuo]",53876,0.0002954868934703165
"rie^",53592,0.00029392927453525115
"giam?",53001,0.0002906878914696757
"cao'",52835,0.00028977745223298274
"gia}",52814,0.00028966227618496714
"ap'",52269,0.0002866731835102825
"hat.",51662,0.0002833440472652665
"thanh'",51565,0.0002828120436149097
"chua'",51348,0.0002816218911187508
"truc'",51294,0.0002813257241381398
"phai'",51128,0.0002804152849014468
"ban.",50954,0.0002794609690750337
"thuc'",50927,0.00027931288558472815
"moi.",50810,0.00027867119046007103
"bai.",50612,0.00027758524486449745
"chay.",50556,0.00027727810873645647
"phao'",50371,0.0002762634625991781
"luye^",49716,0.0002726710668158409
"du.",48418,0.0002655520901337477
"bi'",46147,0.00025309662322694153
"thuy.",45791,0.00025114411498439507
"khuc'",45762,0.00025098506234665953
"cai?",45537,0.00024975103326078046
"de^",45191,0.0002478533707553839
"phu'",44659,0.00024493557753899455
"phong'",44520,0.00024417322179260705
"toan'",44184,0.00024233040502436094
"vai`",44122,0.00024199036145402983
"ao'",43933,0.00024095377702189138
"ro~",43916,0.00024086053926873608
"song'",43642,0.0002393577660708211
"linh~",42893,0.00023524982035827253
"chuo]",42597,0.00023362638653862716
"quy'",41959,0.0002301272285084456
"kich.",41722,0.0002288273845379863
"la'",41436,0.00022725879645549112
"xuye^",41129,0.00022557503232498069
"nhin`",40752,0.00022350734803441874
"ngoc.",40544,0.00022236655670169496
"nganh`",40216,0.00022056761652316901
"cu.",40135,0.00022012336605225255
"phuc'",40108,0.00021997528256194706
"tru.",39589,0.00021712878880385264
"hoach.",39535,0.00021683262182324166
"luo]",38950,0.00021362414619995615
"vi'",38867,0.00021316892658160955
"hang~",38460,0.00021093670507959717
"keo'",38279,0.0002099439972371789
"sung'",38240,0.0002097300988622932
"phe^",38204,0.00020953265420855266
"cuc.",37929,0.00020802439643692255
"chiu.",37418,0.0002052217792685483
"danh`",37286,0.0002044978155381659
"tin'",37096,0.00020345574653231246
"kinh'",37011,0.0002029895577665359
"nuo]",36992,0.00020288535086595059
"canh.",36933,0.0002025617610167645
"khoa'",36838,0.00020204072651383776
"to?",36820,0.00020194200418696746
"gi`",36663,0.0002010809261137096
"quan'",36626,0.00020087799688625393
"cu~",36534,0.00020037341610447228
"suo]",36525,0.00020032405494103711
"trang.",36488,0.00020012112571358144
"truc.",36309,0.00019913938701859318
"trung`",35946,0.0001971484867600416
"hai.",35878,0.00019677553574742038
"tap.",35878,0.00019677553574742038
"ha{",35521,0.0001948175429311591
"ham`",35346,0.00019385774253103072
"vanh`",35161,0.00019284309639375238
"tra?",34775,0.00019072605093975537
"uc'",34668,0.00019013920155224845
"tai'",34583,0.0001896730127864719
"hoa.",34201,0.00018757790562733497
"thi'",34026,0.0001866181052272068
"vinh~",33929,0.00018608610157685003
"mach.",33924,0.00018605867870827495
"que^",33880,0.00018581735746481422
"vo~",33866,0.0001857405734328039
"chung?",33724,0.00018496176396527134
"mai.",33532,0.00018390872581198787
"tai?",33372,0.00018303119401758496
"kho'",33347,0.0001828940796747095
"lap.",33100,0.00018153938996710002
"xay?",32847,0.00018015179281720043
"sie^",32708,0.00017938943707081299
"gu+",32634,0.00017898357861590157
"loat.",32597,0.0001787806493884459
"hung`",32585,0.00017871483450386568
"rut'",32440,0.00017791957131518804
"tri`",32399,0.0001776947037928723
"phu`",32235,0.00017679523370360933
"ham.",32020,0.00017561605035488044
"long`",31898,0.00017494693236164822
"bao`",31623,0.00017343867459001825
"sua}",31566,0.00017312605388826227
"cup'",31516,0.0001728518252025113
"thoai.",30918,0.00016957205012093046
"ke?",30898,0.0001694623586466301
"anh'",30840,0.00016914425337115905
"thao?",30820,0.0001690345618968587
"phi'",30750,0.00016865064173680742
"trach'",30729,0.00016853546568879204
"thap'",30547,0.00016753727327265873
"khanh'",30453,0.00016702172334344704
"ba'",29976,0.00016440558168138338
"huy?",29907,0.00016402714609504713
"thit.",29882,0.00016389003175217167
"xet'",29869,0.00016381873229387645
"giac'",29816,0.0001635280498869805
"cang`",29703,0.00016290829305718344
"met'",29664,0.00016269439468229773
"ngo[",29491,0.0001617455634295996
"soat'",28878,0.00015838351974229348
"kha'",28441,0.00015598676102883055
"bach.",27773,0.00015232306578719844
"vong.",27763,0.00015226822005004828
"gop'",27676,0.0001517910621368417
"bao~",27542,0.00015105612925902926
"chua`",27234,0.0001493668805548037
"nan.",27223,0.00014930655024393848
"thu.",26992,0.0001480396137157693
"thach.",26990,0.00014802864456833927
"hue^",26875,0.0001473979185911123
"hoi?",26634,0.0001460761363257928
"khang'",26564,0.00014569221616574153
"loan.",26504,0.00014536314174284044
"cat'",26196,0.00014367389303861488
"ta'",26188,0.00014363001644889471
"quy~",26056,0.00014290605271851233
"linh'",26028,0.0001427524846544918
"khuye^",25954,0.00014234662619958053
"mac.",25443,0.00013954400903120622
"nhi~",25195,0.0001381838347498817
"ung?",25005,0.00013714176574402827
"bo`",24938,0.00013677429930512207
"thue^",24930,0.00013673042271540193
"xi?",24810,0.00013607227386959974
"phut'",24766,0.00013583095262613895
"thu'",24744,0.00013571029200440854
"sau'",24699,0.00013546348618723273
"bac.",24461,0.0001341581576430584
"bac'",24363,0.00013362066941898664
"cang?",24308,0.00013331901786466064
"chinh?",24196,0.0001327047456085786
"ngu~",24125,0.00013231534087481233
"gian?",24076,0.00013204659676277643
"cho'",24011,0.00013169009947130026
"bay`",23883,0.00013098807403577793
"mau'",23843,0.00013076869108717722
"tach'",23786,0.0001304560703854212
"trao`",23440,0.00012855840788002492
"khung?",23349,0.00012805931167195826
"da{",23290,0.00012773572182277234
"nhanh'",23290,0.00012773572182277218
"trai?",23148,0.00012695691235523962
"man`",22958,0.00012591484334938618
"bai~",22853,0.00012533896310930928
"chong'",22783,0.000124955042949258
"thac'",22688,0.00012443400844633126
"trinh.",22615,0.00012403363456513496
"chay?",22378,0.00012273379059467567
"tuy`",22303,0.00012232244756604928
"hai`",22197,0.00012174108275225737
"do]",22172,0.00012160396840938187
"thoat'",22073,0.00012106099561159513
"tho.",22071,0.00012105002646416509
"trai.",22011,0.000120720952041264
"duye^",22003,0.00012067707545154379
"ti?",21555,0.00011821998642721574
"tu`",21520,0.0001180280263471901
"tang`",21273,0.00011667333663958062
"xuc'",21239,0.00011648686113327
"co?",21093,0.00011568611337087736
"hoa?",21043,0.00011541188468512646
"vinh.",20992,0.00011513217142566053
"xa.",20845,0.00011432593908955287
"doc.",20785,0.00011399686466665178
"uo]",20706,0.00011356358334316529
"vi~",20477,0.0001123076159624262
"day.",20474,0.00011229116224128113
"thu`",20095,0.00011021250880328928
"he`",20064,0.0001100424870181237
"ga`",20044,0.00010993279554382334
"banh'",19998,0.00010968050515293251
"tinh~",19959,0.0001094666067780468
"doa.",19927,0.00010929110041916622
"tan'",19787,0.00010852326009906368
"trich'",19784,0.00010850680637791863
"khu+",19622,0.00010761830543608564
"a?",19585,0.00010741537620863003
"do[",19248,0.00010556707486666884
"be'",19193,0.00010526542331234292
"vu'",19052,0.00010449209841852537
"ki`",19044,0.00010444822182880522
"bay?",18924,0.00010379007298300304
"nguy.",18854,0.00010340615282295177
"gio'",18833,0.00010329097677493639
"ruo]",18757,0.000102874149172595
"van.",18689,0.00010250119815997378
"phan'",18372,0.00010076258829231304
"mon'",18362,0.00010070774255516285
"soan.",18216,9.99069947927702e-05
"tranh'",18172,9.966567354930941e-05
"sai`",17993,9.868393485432117e-05
"hut'",17748,9.734021429414173e-05
"khoan?",17704,9.709889305068093e-05
"nhe.",17698,9.706598560839082e-05
"ich'",17684,9.698920157638056e-05
"mui~",17662,9.686854095465016e-05
"vuo]",17614,9.660528141632927e-05
"khoe?",17575,9.639138304144358e-05
"tam.",17567,9.634750645172345e-05
"day~",17442,9.566193473734618e-05
"nghi?",17300,9.48831252698136e-05
"di.",17279,9.476794922179822e-05
"le~",17255,9.463631945263778e-05
"soc'",17147,9.404398549141583e-05
"hop.",17124,9.391784029597041e-05
"nghi~",17040,9.345713610390889e-05
"giang?",16868,9.251378942492578e-05
"tan`",16816,9.222859159174483e-05
"ko]",16674,9.144978212421209e-05
"gon`",16668,9.141687468192214e-05
"sap'",16626,9.118652258589138e-05
"rang`",16450,9.022123761204819e-05
"goc'",16434,9.01334844326079e-05
"chi.",16429,9.010606156403281e-05
"go[",16265,8.920659147476985e-05
"phat.",16215,8.893236278901894e-05
"tru'",16125,8.84387511546673e-05
"giong.",16064,8.81041921580512e-05
"tao`",15991,8.770381827685488e-05
"nem'",15860,8.69853391201875e-05
"ve~",15616,8.564710313372308e-05
"toa.",15540,8.523027553138171e-05
"cum.",15490,8.49560468456308e-05
"tron`",15430,8.46269724227297e-05
"lao`",15338,8.412239164094803e-05
"thoa?",15331,8.408399962494291e-05
"nhay?",15295,8.388655497120226e-05
"lanh.",15267,8.373298690718175e-05
"hoai`",15262,8.370556403860666e-05
"hon`",15197,8.334906674713048e-05
"nong'",15181,8.326131356769019e-05
"mo?",14996,8.224666743041184e-05
"ca`",14963,8.206567649781624e-05
"tam'",14887,8.164884889547486e-05
"re^",14819,8.12758978828536e-05
"bung.",14794,8.113878353997817e-05
"thinh.",14665,8.043127353074084e-05
"khua}",14663,8.04203043833108e-05
"vo?",14646,8.03270666301555e-05
"khan'",14644,8.031609748272546e-05
"chau'",14592,8.003089964954451e-05
"ngot.",14577,7.994863104381924e-05
"chep'",14535,7.971827894778848e-05
"khai'",14409,7.90272226596962e-05
"tung`",14367,7.879687056366544e-05
"tu.",14344,7.867072536822002e-05
"me~",14337,7.863233335221489e-05
"chanh'",14283,7.833616637160392e-05
"thao'",14155,7.76341409360816e-05
"ve?",14154,7.762865636236658e-05
"bi?",14055,7.708568356457978e-05
"man~",13981,7.667982510966844e-05
"bao.",13923,7.636171983419739e-05
"mai'",13879,7.612039859073658e-05
"day`",13619,7.469440942483187e-05
"rai~",13611,7.465053283511174e-05
"kham'",13581,7.448599562366118e-05
"tham?",13516,7.412949833218501e-05
"tram.",13368,7.331778142236233e-05
"kem'",13292,7.290095382002096e-05
"phong?",13266,7.275835490343048e-05
"tra`",13246,7.264866342913011e-05
"ai'",13212,7.246218792281949e-05
"dung~",13200,7.239637303823929e-05
"khuo]",12925,7.088811526660926e-05
"ly.",12918,7.084972325060417e-05
"doi~",12896,7.072906262887377e-05
"nhi.",12894,7.071809348144373e-05
"chay'",12882,7.065227859686352e-05
"ki?",12877,7.062485572828842e-05
"ky.",12730,6.981862339218076e-05
"giau`",12663,6.945115695327454e-05
"tang?",12657,6.941824951098444e-05
"am'",12651,6.938534206869433e-05
"lung~",12630,6.927016602067895e-05
"e^",12594,6.907272136693786e-05
"ac'",12575,6.896851446635295e-05
"tu'",12442,6.823906616225555e-05
"can'",12421,6.812389011424017e-05
"chin'",12382,6.790999173935445e-05
"lang~",12373,6.786063057591928e-05
"hanh.",12325,6.759737103759842e-05
"bach'",12249,6.718054343525704e-05
"cham.",12145,6.661014776889516e-05
"lai'",12113,6.643464141001457e-05
"man.",12097,6.634688823057429e-05
"dang`",12001,6.582036915393255e-05
"uy'",11973,6.566680108991203e-05
"da~",11959,6.559001705790179e-05
"ngon.",11948,6.552968674703659e-05
"nho]",11843,6.495380650695969e-05
"bat'",11832,6.489347619609448e-05
"chup.",11813,6.478926929550914e-05
"dan`",11809,6.476733100064906e-05
"sot'",11799,6.471248526349889e-05
"hao`",11691,6.412015130227693e-05
"ngheo`",11674,6.402691354912162e-05
"ben`",11663,6.396658323825641e-05
"tuc'",11624,6.375268486337071e-05
"tham'",11446,6.277643074209749e-05
"trung'",11366,6.233766484489604e-05
"ghe^",11253,6.171790801509893e-05
"se?",11137,6.108169746415688e-05
"meo`",11103,6.0895221957846266e-05
"sang`",11083,6.078553048354591e-05
"sanh'",11006,6.036321830748951e-05
"ngan`",10974,6.018771194860893e-05
"thuc.",10939,5.9995751868583293e-05
"bui`",10863,5.9578924266241915e-05
"gia`",10827,5.9381479612501264e-05
"kem`",10820,5.934308759649614e-05
"nhi`",10794,5.9200488679905666e-05
"chim`",10714,5.8761722782704214e-05
"cai~",10541,5.781289153000608e-05
"thai?",10404,5.70615049310486e-05
"tha?",10252,5.6227849726365844e-05
"toc'",10235,5.613461197321053e-05
"tang.",10171,5.578359925544937e-05
"lao~",10151,5.567390778114901e-05
"cu'",10149,5.566293863371898e-05
"nhua}",10121,5.5509370569698476e-05
"thep'",10100,5.539419452168309e-05
"thach'",10067,5.521320358908749e-05
"huynh`",10063,5.519126529422742e-05
"manh?",9991,5.479637598674611e-05
"xa'",9913,5.4368579236974695e-05
"xich'",9849,5.4017566519213534e-05
"phung.",9836,5.39462670609183e-05
"nhan~",9756,5.350750116371685e-05
"nang`",9671,5.304131239794031e-05
"nga~",9660,5.298098208707511e-05
"bui.",9596,5.262996936931395e-05
"net'",9572,5.249833960015352e-05
"khoang'",9546,5.235574068356304e-05
"can?",9516,5.21912034721125e-05
"chang`",9508,5.214732688239236e-05
"mai~",9480,5.199375881837185e-05
"hoang?",9469,5.193342850750665e-05
"bon.",9348,5.126979508798945e-05
"be`",9344,5.1247856793129384e-05
"lanh`",9341,5.123140307198433e-05
"le?",9336,5.1203980203409235e-05
"gian'",9324,5.113816531882902e-05
"loc.",9273,5.0858452059363094e-05
"khich'",9256,5.076521430620779e-05
"lot.",9248,5.072133771648764e-05
"quynh`",9217,5.055131593132208e-05
"mexico'",9198,5.044710903073674e-05
"the?",9144,5.015094205012576e-05
"due^",9137,5.0112550034120644e-05
"ao?",9136,5.010706546040561e-05
"nao~",9136,5.010706546040561e-05
"la.",9116,4.999737398610525e-05
"thanh.",9073,4.976153731635947e-05
"xam'",9061,4.969572243177925e-05
"sach.",8973,4.921307994485766e-05
"giang'",8947,4.907048102826719e-05
"dai?",8927,4.896078955396682e-05
"quai'",8853,4.8554931099055485e-05
"ngai.",8832,4.84397550510401e-05
"uye^",8790,4.820940295500936e-05
"hep.",8778,4.814358807042912e-05
"dang'",8762,4.805583489098883e-05
"thoai'",8704,4.7737729615517784e-05
"sup.",8674,4.7573192404067234e-05
"bang`",8616,4.725508712859619e-05
"but'",8596,4.714539565429582e-05
"mang`",8510,4.667372231480427e-05
"long?",8507,4.665726859365921e-05
"ngu?",8495,4.659145370907899e-05
"xom'",8482,4.652015425078376e-05
"moc.",8393,4.603202719014714e-05
"khe^",8372,4.5916851142131797e-05
"lua'",8222,4.509416508487905e-05
"boc.",8197,4.495705074200359e-05
"kito]",8146,4.467733748253767e-05
"ep'",8133,4.460603802424243e-05
"nap.",8122,4.454570771337723e-05
"mat'",8117,4.451828484480214e-05
"chut'",8114,4.4501831123657086e-05
"pha{",8082,4.432632476477653e-05
"nong`",8013,4.394788917844025e-05
"lo`",7987,4.3805290261849785e-05
"cap'",7962,4.366817591897433e-05
"hay~",7932,4.350363870752379e-05
"khai?",7884,4.324037916920292e-05
"xie^",7816,4.286742815658169e-05
"nghin`",7788,4.2713860092561174e-05
"ra~",7673,4.208313411533409e-05
"ki~",7637,4.188568946159344e-05
"ta.",7637,4.188568946159344e-05
"san.",7625,4.181987457701322e-05
"tue^",7556,4.144143899067699e-05
"han~",7552,4.14195006958169e-05
"lam~",7493,4.109591084663083e-05
"quach'",7442,4.08161975871649e-05
"nhip.",7436,4.078329014487479e-05
"trach.",7393,4.054745347512901e-05
"mui`",7356,4.034452424767335e-05
"gia{",7321,4.015256416764772e-05
"nhat.",7254,3.9785097728741494e-05
"hao?",7224,3.962056051729095e-05
"san`",7185,3.9406662142405245e-05
"dip.",7168,3.931342438924994e-05
"soai'",7166,3.9302455241819906e-05
"gao.",7142,3.9170825472659465e-05
"ghep'",7087,3.886917391833347e-05
"da.",7045,3.8638821822302707e-05
"bung`",7031,3.8562037790292455e-05
"ngai`",6969,3.822199421996133e-05
"xoa'",6948,3.810681817194595e-05
"do`",6935,3.803551871365071e-05
"bai'",6920,3.795325010792544e-05
