"trigram","count"
"đìn",117424
"thâ",117257
"lis",117133
"nhó",116913
"hóm",116719
"rie",116620
"gen",116187
"ite",116183
"lưu",115997
"tăn",115994
"nde",115754
"ort",115751
"nói",115666
"fon",114893
"quậ",114606
"iao",114230
"phẩ",114219
"tiề",114022
"ern",113310
"hạm",112964
"mùa",112962
"uồn",112468
"ind",112448
"sti",112370
"báo",112255
"sân",111707
"hồn",111628
"nts",111121
"nce",111106
"chơ",110687
"phú",110441
"hấp",110274
"nat",110223
"dài",110002
"hia",109620
"ize",109559
"sôn",109364
"oni",109143
"bên",108869
"rea",108782
"phó",108701
"cứu",108659
"ndo",108458
"ess",108429
"war",107989
"viế",107786
"ann",107665
"ita",107587
"dùn",107388
"ser",107301
"đặt",106901
"com",106623
"câu",106567
"lor",106364
"ren",105895
"tấn",105797
"kim",105538
"nằm",105078
"ger",104781
"ene",104618
"ore",104396
"cun",104322
"ace",104218
"khí",104141
"gần",104121
"vua",104003
"ive",103999
"vòn",103754
"igh",103708
"trò",103559
"bàn",103461
"sch",103329
"uni",103320
"tuổ",103122
"lạc",103022
"hil",103009
"iếc",102591
"sát",102565
"vận",101641
"hiể",101561
"ten",101507
"vẫn",100884
"riề",100881
"new",100815
"ĩnh",100398
"chố",100083
"ach",99951
"hủy",99854
"oli",99610
"tic",99519
"our",99272
"riệ",99210
"hép",98787
"pha",98734
"đời",98683
"siz",98641
"nti",98100
"len",97902
"nal",97889
"nổi",97800
"mất",97678
"ons",97401
"oma",97374
"tsi",96916
"tìm",96854
"tal",96800
"ili",96637
"hen",96567
"sia",96490
"sơn",96250
"rat",96219
"vàn",95988
"ủng",95462
"ros",95412
"des",95404
"màu",95191
"pro",95140
"ini",94985
"ght",94943
"nic",94897
"lãn",94737
"ord",94719
"rid",94712
"dẫn",94676
"mal",94592
"lat",94548
"bra",94495
"are",94232
"den",94139
"rộn",93927
"ass",93845
"ựng",93599
"ada",93572
"đản",93558
"hối",93162
"ift",92919
"hữu",92480
"đón",92035
"ela",91163
"mes",90849
"đều",90750
"mat",90559
"đoạ",90358
"nta",90177
"ano",90059
"ile",89990
"bất",89803
"trầ",89547
"ven",89481
"lbu",89340
"kiể",89229
"amp",88938
"cor",88874
"ãnh",88695
"duy",88659
"bum",88397
"ami",88247
"giố",88237
"ust",88092
"iốn",88062
"sắc",87879
"sao",87603
"uôn",87495
"awa",87486
"hỏi",87401
"age",87302
"lea",87261
"hif",87167
"phạ",86738
"nge",86699
"đưa",86314
"eli",86282
"sai",86274
"yếu",86020
"cái",85660
"dựn",85541
"oán",85507
"kiệ",85484
"arr",85478
"rus",85308
"ies",85262
"ele",85172
"ngữ",85059
"già",85025
"val",84999
"iêm",84955
"gan",84950
"por",84911
"ima",84830
"địc",84515
"tur",84213
"xây",84165
"đài",84019
"tục",83591
"ẳng",83478
"hoá",83424
"ark",83295
"guồ",83179
"tay",83090
"ura",82898
"ora",82745
"gue",82646
"ere",82579
"ino",82542
"từn",82366
"nne",82312
"iám",82291
"dia",82257
"thụ",82145
"yêu",82085
"tất",81782
"lúc",81739
"tượ",81643
"hượ",81549
"din",81518
"gar",81281
"hứn",81063
"ặng",80861
"van",80788
"thú",80731
"ins",80680
"ond",80539
"cán",80507
"ath",80339
"sen",80306
"cây",80302
"xác",80115
"trạ",80003
"bện",79846
"tre",79720
"trú",79542
"ans",79347
"ler",79178
"pla",79013
"ane",78861
"hưa",78833
"ero",78758
"cam",78587
"ove",78477
"und",78396
"eni",78352
"nào",78274
"que",78268
"agu",78264
"ras",78236
"ier",78168
"end",78010
"rần",78001
"tai",77982
"arc",77809
"gôi",77787
"air",77648
"inc",77395
"khó",77388
"trợ",77381
"ire",77346
"niê",77043
"khỏ",77039
"trụ",76912
"xếp",76818
"ish",76790
"dạn",76659
"ico",76318
"hel",76080
"rit",76054
"ash",76033
"ome",75966
"hản",75881
"ost",75826
"ram",75651
"tộc",75332
"ner",75209
"hạt",75122
"mic",74813
"gắn",74634
"gre",74523
"cần",74489
"goạ",74440
"mỗi",74359
"del",74358
"tam",74208
"pol",74198
"phổ",74136
"rma",74096
"ack",74091
"sha",73845
"asi",73841
"rực",73827
"biê",73690
"ime",73657
"las",73620
"giờ",73616
"ade",73616
"pan",73599
"ien",73563
"môn",73462
"rad",73383
"nda",73200
"vin",73011
"rac",72973
"mor",72921
"họn",72887
"bur",72682
"wor",72586
"nor",72527
"phậ",72523
"độc",72468
"chữ",72445
"ein",72257
"cia",72121
"iáp",72115
"out",72104
"ral",72036
"sco",71925
"làn",71876
"ndr",71850
"ect",71832
"miề",71783
"nit",71776
"tat",71671
"mil",71670
"oll",71646
"pre",71627
"ira",71466
"trấ",71280
"trự",71246
"oun",71195
"bri",71195
"chọ",71102
"ghị",70922
"rấn",70921
"fra",70896
"pin",70806
"arl",70797
"ear",70766
"lấy",70671
"êng",70602
"đạt",70352
"avi",70297
"sit",70276
"dun",70265
"dat",70259
"tân",70235
"uẩn",70182
"ượt",70174
"err",69859
"ngọ",69838
"ena",69832
"lar",69811
"ssi",69651
"núi",69649
"lai",69587
"hal",69572
"rời",69542
"vid",69388
"hor",69139
"tia",69035
"bel",68997
"mặc",68980
"hầu",68709
"kíc",68612
"gây",68224
"sis",68186
"orn",68163
"mas",67963
"net",67937
"dae",67879
"hón",67727
"huẩ",67681
"tim",67487
"ity",67362
"ice",67249
"nếu",67097
"hẳn",66998
"gốc",66826
"thả",66683
"cập",66547
"ith",66504
"uri",66332
"háo",66205
"eve",66156
"eat",65896
"iti",65687
"ars",65669
"ted",65649
"chạ",65454
"ary",65402
"nch",65294
"lục",65268
"phé",65235
"nis",65204
"ato",65178
"vấn",65130
"emi",65127
"rái",64966
"thổ",64862
"cảm",64777
"red",64697
"aga",64628
"bal",64367
"rti",64355
"lời",64280
"giú",64154
"iúp",64130
"tốt",63823
"hắc",63802
"oph",63678
"bia",63659
"ure",63509
"mus",63293
"khẩ",63240
"tuầ",63174
"lig",63044
"trẻ",62991
"ola",62962
"enc",62709
"tte",62490
"ott",62367
"doa",62255
"cen",62188
"hăn",62170
"rge",62155
"pri",62090
"ett",62074
"đĩa",62027
"vậy",61937
"ula",61906
"rne",61847
"spe",61684
"sil",61660
"gay",61482
"uay",61457
"adi",61433
"tần",61432
"eng",61401
"sse",61362
"edi",61232
"top",61220
"dàn",61117
"mai",61063
"lện",60771
"hồi",60642
"ick",60572
"wil",60500
"ope",60268
"rio",60253
"enn",60225
"ase",60067
"lợi",60056
"esi",59995
"trả",59995
"ker",59963
"ree",59947
"tes",59715
"hủn",59678
"bro",59634
"đào",59481
"amb",59445
"mạc",59401
"cas",59356
"ãng",59312
"dục",59278
"pal",59213
"gam",59007
"org",58958
"roc",58870
"muố",58695
"sức",58685
"aro",58599
"win",58470
"iàn",58425
"rna",58263
"dor",58185
"lâm",58166
"iss",58012
"dar",57947
"cro",57943
"ema",57840
"tôi",57775
"nto",57759
"sun",57718
"hẩu",57685
"ode",57677
"ium",57503
"lớp",57460
"sca",57402
"xan",57335
"mắt",57211
"his",57202
"sol",57175
"hol",57150
"joh",57137
"rop",57100
"ole",56939
"lay",56907
"thơ",56897
"tòa",56872
"llo",56584
"uấn",56579
"you",56564
"dòn",56554
"rắn",56535
"eag",56507
"hãn",56489
"lic",56466
"rth",56273
"lac",56202
"lip",56182
"erm",56170
"lit",56088
"môi",56086
"mag",56062
"tịc",56041
"nan",56037
"gái",56026
"att",55745
"quầ",55721
"tus",55719
"uôi",55694
"khắ",55560
"cat",55555
"aba",55538
"aka",55508
"tel",55289
"vil",55225
"ius",55220
"hạy",55190
"ila",55144
"sal",55121
"ean",55117
"atu",55038
"erg",55023
"nsi",54908
"pen",54880
"tưở",54665
"tom",54456
"cti",54438
"los",54371
"wal",54194
"ado",54181
"chị",54108
"ock",54054
"oát",53822
"ici",53775
"rch",53764
"rem",53715
"eon",53597
"act",53593
"ork",53584
"lam",53549
"mac",53536
"bas",53525
"ank",53517
"orm",53428
"iai",53403
"eme",53393
"iel",53290
"yan",53177
"tis",53157
"cực",53116
"ngự",53024
"iảm",53009
"kar",52944
"web",52939
"fer",52894
"ose",52893
"cáo",52848
"riê",52837
"bầu",52808
"nar",52771
"mật",52724
"gôn",52648
"rel",52492
"nna",52467
"đôi",52371
"gặp",52350
"cea",52313
"mẫu",52293
"bạc",52260
"gàn",52106
"oto",51969
"nth",51951
"rob",51881
"ley",51877
"đốc",51855
"gal",51803
"ave",51786
"mit",51732
"ple",51716
"ndi",51653
"nhì",51626
"hút",51610
"she",51609
"chó",51580
"chr",51570
"thă",51567
"use",51547
"nôn",51516
"orl",51454
"rot",51454
"rúc",51440
"húa",51421
"vie",51372
"bạn",51251
"vis",51154
"nad",50936
"mọi",50806
"alt",50760
"tối",50671
"bại",50600
"luy",50555
"nền",50473
"rou",50407
"fil",50292
"cửa",50281
"own",50073
"xuố",50066
"nus",49950
"ssa",49922
"evi",49901
"cận",49857
"oro",49822
"rol",49783
"dis",49754
"rồi",49740
"ohn",49688
"log",49659
"huố",49597
"aya",49452
"rừn",49446
"isi",49430
"tle",49374
"aus",49314
"hứa",49291
"đàn",49271
"cie",49118
"eth",49076
"trà",49036
"ete",49034
"alu",48959
"ial",48785
"rra",48783
"sho",48588
"bor",48585
"kan",48568
"tức",48426
"sou",48403
"rey",48305
"xuâ",48227
"oth",48208
"lâu",48160
"hao",48102
"ory",48074
"ret",47980
"sar",47800
"nst",47747
"rig",47712
"tồn",47564
"ake",47553
"vic",47525
"lov",47482
"iam",47447
"asa",47387
"sio",47373
"aur",47290
"alo",47273
"met",47202
"mad",47188
"ono",47133
"uch",47132
"urg",47087
"bil",47078
"lus",46995
"obe",46975
"omi",46941
"eta",46905
"bon",46850
"eci",46831
"chá",46806
"gui",46793
"gon",46736
"cấu",46663
"ava",46661
"hei",46660
"mel",46656
"ken",46618
"lif",46611
"arg",46593
"eae",46407
"rao",46405
"giế",46404
"aki",46341
"rni",46339
"sam",46211
"dra",46177
"ưỡn",46135
"đứn",46125
"let",46116
"ỡng",46102
"rre",46070
"dựa",46052
"ago",46048
"hit",45987
"een",45942
"hes",45916
"khú",45856
"ign",45673
"och",45622
"rta",45546
"toá",45531
"cải",45526
"sic",45488
"old",45483
"hir",45466
"coi",45435
"dro",45411
"trắ",45411
"osa",45397
"hụy",45176
"dri",45052
"cla",45002
"lem",44986
"yệt",44984
"hởi",44937
"khở",44809
"lie",44805
"lươ",44754
"iro",44717
"ben",44705
"gin",44659
"hùn",44655
"gle",44576
"huấ",44554
"uth",44483
"thạ",44444
"wan",44423
"pec",44315
"arm",44284
"cer",44248
"ble",44215
"erl",44151
"vài",44142
"ous",44040
"dio",43973
"kín",43954
"eno",43936
"apo",43902
"rạn",43875
"ise",43788
"són",43741
"mức",43729
"khố",43707
"rld",43680
"nse",43662
"uro",43637
"ray",43626
"phe",43521
"uss",43448
"lot",43414
"rươ",43360
"pet",43327
"anu",43325
"fre",43320
"ngắ",43291
"quý",43280
"bướ",43165
"vây",43113
"aul",43101
"wit",43054
"amo",43046
"mis",43021
"cạn",42999
"lĩn",42932
"trù",42916
"nữa",42829
"tốc",42814
"ipp",42760
"itt",42706
"tốn",42693
"nni",42691
"bốn",42679
"cre",42678
"hot",42658
"bla",42647
"ovi",42599
"ngl",42560
"lue",42543
"vượ",42541
"đới",42520
"liv",42320
"bre",42314
"sea",42293
"rec",42162
"vel",42155
"cou",42123
"cto",42088
"tsu",42057
"geo",42054
"nie",41932
"ail",41931
"unt",41929
"sel",41916
"ivi",41860
"kịc",41759
"ood",41752
"trờ",41752
"els",41740
"gua",41711
"ntr",41662
"lom",41643
"eur",41582
"ota",41529
"ors",41497
"xuy",41433
"deo",41397
"elo",41335
"bắn",41179
"omb",41001
"căn",41000
"dre",40989
"off",40978
"sla",40971
"iản",40967
"hea",40922
"đen",40905
"đai",40899
"arn",40871
"nov",40786
"mpi",40774
"cel",40725
"ote",40718
"hou",40687
"gọc",40647
"yor",40625
"hằm",40542
"lum",40496
"umb",40450
"nhằ",40411
"hat",40318
"mos",40288
"med",40233
"đêm",40225
"rác",40224
"ael",40063
"càn",40054
"usi",40004
"var",40001
"eti",39968
"non",39953
"ook",39907
"oạc",39896
"lad",39844
"uli",39790
"rds",39760
"sso",39723
"ese",39675
"rri",39656
"ech",39629
"bou",39609
"dal",39523
"hom",39466
"ald",39447
"rag",39227
"iga",39225
"phù",39224
"die",39201
"von",39185
"ifo",39176
"oly",39148
"hàm",39101
"lửa",38902
"thr",38900
"sur",38852
"cit",38720
"băn",38654
"rap",38601
"rli",38551
"mbi",38525
"hảy",38473
"tàn",38394
"nig",38391
"hri",38388
"kéo",38346
"imo",38343
"hăm",38307
"rsi",38306
"hua",38292
"sún",38286
"gri",38278
"eas",38251
"nci",38250
"nhu",38246
"niệ",38220
"eco",38146
"rod",38127
"lao",38098
"isa",38065
"sim",37976
"cục",37925
"bat",37922
"ult",37909
"eal",37790
"cin",37754
"isc",37661
"isb",37631
"oss",37565
"qui",37529
"uán",37475
"hịu",37466
"ova",37451
"xun",37410
"gro",37370
"ict",37338
"fic",37283
"pic",37264
"leo",37257
"ito",37122
"cul",37082
"nối",36924
"nặn",36890
"stu",36818
"tch",36811
"eso",36759
"jan",36644
"bác",36643
"erb",36614
"ede",36599
"soá",36561
"rum",36537
"lau",36514
"hại",36482
"thừ",36479
"urn",36474
"rùn",36473
"atr",36469
"aci",36425
"rục",36407
"hae",36366
"amm",36327
"loa",36266
"ghe",36262
"ows",36248
"pat",36185
"oon",36171
"rdi",36108
"ega",36056
"spa",36022
"aru",35985
"cke",35966
"suố",35960
"mua",35950
"tạp",35886
"phy",35878
"nas",35873
"lec",35857
"hừa",35815
"nel",35797
"soc",35791
"gel",35782
"row",35709
"tem",35682
"ỏng",35640
"đăn",35633
"eph",35625
"une",35593
"lex",35564
"cai",35463
"uma",35436
"ces",35378
"vol",35367
"iso",35359
"bức",35335
"exa",35327
"ngs",35284
"iii",35280
"hip",35235
"buộ",35224
"apa",35120
"rde",35088
"omp",35050
"fri",35034
"aca",34962
"lou",34936
"nuô",34900
"ênh",34883
"not",34847
"sâu",34841
"tiệ",34825
"tta",34817
"rte",34771
"hỏa",34767
"cle",34643
"ays",34624
"tái",34624
"inn",34589
"gựa",34545
"orr",34488
"trừ",34481
"abe",34445
"cus",34433
"dav",34428
"tcn",34411
"omm",34312
"esc",34307
"pte",34305
"oul",34185
"cra",34177
"ute",34126
"cườ",34124
"lve",34124
"lee",34103
"xin",34100
"phu",34063
"mối",33982
"vĩn",33953
"omo",33899
"ngâ",33763
"âng",33700
"mot",33576
"vir",33575
"eor",33571
"mại",33541
"hậm",33539
"osh",33513
"flo",33479
"mbe",33468
"aha",33465
"rto",33464
"wes",33447
"nea",33411
"tải",33380
"rei",33341
"dow",33314
"rút",33308
"mba",33242
"iet",33196
"etr",33182
"ney",33157
"owe",33156
"onn",33138
"lạp",33086
"luô",33066
"rce",33033
"aph",33005
"spi",32967
"tội",32886
"thử",32855
"xảy",32847
"mun",32825
"eld",32803
"rse",32785
"tto",32780
"sbn",32742
"mét",32677
"reg",32675
"chặ",32593
"bus",32551
"cap",32538
"ầng",32432
"dam",32366
"emo",32345
"chù",32316
"vốn",32266
"imi",32226
"jam",32203
"siê",32190
"gân",32080
"tak",32026
"hum",32014
"uốt",32006
"lòn",31936
"usa",31923
"bea",31863
"hus",31817
"obi",31786
"ges",31780
"họa",31751
"mềm",31736
"sma",31727
"màn",31706
"suy",31681
"dấu",31645
"bào",31635
"woo",31635
"miê",31608
"uis",31586
"cúp",31574
"udi",31566
"suấ",31557
"uel",31529
"lly",31495
"fin",31452
"huế",31430
"gor",31397
"odo",31388
"cri",31361
"rốn",31311
"plo",31279
"ull",31271
"lop",31269
"wer",31249
"kra",31248
"lio",31200
"rưn",31199
"rle",31161
"ats",31159
"tow",31108
"hỉn",31090
"niv",31086
"app",30993
"đầy",30948
"cot",30922
"giấ",30868
"tră",30807
"jac",30793
"erc",30773
"azi",30757
"idi",30716
"aut",30669
"cos",30652
"pos",30641
"ams",30627
"đíc",30619
"uti",30537
"odi",30509
"rgi",30495
"tei",30492
"ned",30484
"trố",30475
"bom",30454
"oid",30451
"uen",30427
"iva",30419
"olu",30417
"inu",30393
"rro",30378
"arb",30317
"ffi",30268
"vân",30267
"eru",30236
"hịt",30223
"rov",30187
"rry",30100
"tou",30075
"mir",30063
"buổ",30042
"thù",30019
"cup",30019
"bli",30004
"bac",29974
"dic",29957
"tiv",29938
"oca",29894
"xét",29879
"iri",29863
"đươ",29848
"đột",29843
"hiễ",29837
"iác",29823
"hre",29822
"mma",29757
"ppi",29719
"kon",29664
"phê",29640
"pop",29622
"bes",29571
"mme",29552
"nhá",29546
"may",29530
"gas",29446
"icu",29442
"axi",29408
"pra",29383
"via",29375
"ige",29345
"lei",29331
"hấn",29304
"iat",29292
"dge",29231
"rán",29190
"rae",29179
"ved",29116
"erv",29106
"jun",29092
"tos",29055
"ika",28968
"bol",28935
"abi",28909
"yst",28893
"tab",28885
"gha",28874
"đọc",28869
"rào",28826
"oba",28800
"bul",28764
"rda",28754
"pau",28740
"eus",28693
"kat",28679
"yri",28640
"nhờ",28623
"nos",28552
"sum",28526
"uba",28524
"kiê",28514
"tit",28450
"dần",28449
"vườ",28340
"cậu",28299
"tán",28291
"mur",28230
"nim",28151
"liề",28145
"ràn",28144
"lbo",28137
"how",28123
"loc",28078
"esh",28047
"cop",28046
"xươ",28036
"đảm",28036
"asc",28011
"tun",27949
"iễm",27942
"ais",27895
"boa",27887
"răn",27867
"ape",27844
"gol",27782
"vọn",27775
"ush",27757
"tok",27750
"wat",27749
"kên",27718
"ves",27717
"góp",27680
"way",27671
"hùa",27609
"aco",27598
"mườ",27581
"bão",27562
"chă",27547
"vừa",27502
"lín",27498
"chắ",27485
"uru",27458
"nag",27439
"bet",27411
"ibe",27403
"ski",27394
"nạn",27365
"boo",27344
"gla",27322
"rải",27309
"ngụ",27302
"ngt",27280
"rim",27275
"opo",27224
"xic",27210
"edo",27199
"sak",27167
"nds",27158
"khổ",27142
"ngạ",27134
"đạn",27112
"oco",27101
"bot",27099
"quê",27070
"ink",27064
"cựu",27009
"ilo",26945
"has",26923
"ego",26909
"ché",26904
"iki",26903
"eva",26897
"ido",26879
"chả",26859
"rev",26841
"ume",26800
"rog",26771
"set",26715
"ife",26711
"uar",26697
"dom",26689
"sus",26684
"any",26674
"oru",26601
"pon",26591
"đẹp",26486
"gai",26475
"lag",26464
"osi",26464
"tla",26457
"pie",26421
"aye",26416
"ubl",26400
"low",26346
"cát",26243
"nco",26229
"epi",26219
"hám",26212
"iko",26186
"rồn",26181
"ois",26178
"hem",26162
"uin",26162
"gio",26142
"iềm",26128
"sid",26121
"kam",26112
"tea",26097
"rib",26083
"quỹ",26043
"sup",25965
"chồ",25963
"bru",25947
"món",25937
"jos",25927
"clo",25921
"lim",25862
"wel",25847
"hâm",25846
"ead",25838
"erd",25833
"aud",25823
"lib",25789
"ery",25757
"oug",25719
"iac",25710
"enr",25683
"som",25623
"mod",25598
"lev",25589
"rts",25583
"tti",25569
"was",25559
"hur",25548
"nso",25543
"ppe",25468
"nio",25467
"eto",25461
"cầm",25460
"mpa",25455
"găn",25418
"tầm",25294
"aza",25288
"gus",25284
"oci",25273
"ugh",25265
"rst",25241
"lav",25218
"tie",25199
"nhĩ",25190
"lde",25181
"pac",25180
"rượ",25174
"sky",25170
"dol",25153
"urt",25142
"emb",25132
"hôi",25131
"kia",25110
"ony",25100
"upe",25076
"nol",25048
"nom",25041
"spo",25008
"mou",24952
"pas",24928
"đền",24913
"hic",24864
